,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFM_Scores,RFM_Scores_Levels
14794.0,2.0,7,1319.91,4,4,3,11.0,Level 2-Loyal Customers
16350.0,21.0,4,1116.47,3,3,3,9.0,Level 1-Best Customers
18171.0,58.0,5,1231.31,2,3,3,8.0,Level 3-Big Spenders
17811.0,4.0,39,7837.7300000000005,4,4,4,12.0,Level 5-Lost Customers
16850.0,333.0,1,332.41,1,1,2,4.0,0.0
14321.0,10.0,5,1530.75,4,3,3,10.0,Level 6-Lost Cheap Customers
15326.0,333.0,1,311.71,1,1,2,4.0,0.0
17849.0,218.0,4,605.8000000000001,1,3,2,6.0,0.0
14229.0,51.0,3,1547.2,2,3,3,8.0,Level 3-Big Spenders
13107.0,44.0,4,1531.6200000000001,3,3,3,9.0,Level 1-Best Customers
16497.0,49.0,6,2965.69,3,4,4,11.0,Level 2-Loyal Customers
16303.0,25.0,3,5360.63,3,3,4,10.0,Level 6-Lost Cheap Customers
15281.0,58.0,9,2332.15,2,4,4,10.0,Level 6-Lost Cheap Customers
13473.0,60.0,2,422.64,2,2,2,6.0,0.0
14320.0,206.0,2,477.79,1,2,2,5.0,0.0
17742.0,113.0,2,355.11,2,2,2,6.0,0.0
16351.0,332.0,1,153.9,1,1,1,3.0,0.0
13144.0,332.0,1,110.95,1,1,1,3.0,0.0
15346.0,332.0,1,252.42000000000002,1,1,1,3.0,0.0
15370.0,40.0,7,2386.05,3,4,4,11.0,Level 2-Loyal Customers
16034.0,196.0,3,437.7,1,3,2,6.0,0.0
17365.0,12.0,8,4801.56,4,4,4,12.0,Level 5-Lost Customers
15189.0,1.0,41,16225.39,4,4,4,12.0,Level 5-Lost Customers
14669.0,241.0,3,1269.99,1,3,3,7.0,Level 4-Almost Lost
18095.0,312.0,2,580.0500000000001,1,2,2,5.0,0.0
15749.0,235.0,3,44534.3,1,3,4,8.0,Level 3-Big Spenders
15518.0,64.0,8,1942.45,2,4,4,10.0,Level 6-Lost Cheap Customers
14209.0,10.0,6,2073.43,4,4,4,12.0,Level 5-Lost Customers
16042.0,22.0,5,1197.27,3,3,3,9.0,Level 1-Best Customers
15569.0,103.0,5,1375.71,2,3,3,8.0,Level 3-Big Spenders
13672.0,301.0,2,186.39000000000001,1,2,1,4.0,0.0
17569.0,332.0,1,344.14,1,1,2,4.0,0.0
13784.0,9.0,11,2462.79,4,4,4,12.0,Level 5-Lost Customers
13862.0,18.0,8,2209.36,3,4,4,11.0,Level 2-Loyal Customers
16791.0,29.0,7,1721.78,3,4,4,11.0,Level 2-Loyal Customers
16235.0,40.0,5,867.31,3,3,3,9.0,Level 1-Best Customers
14270.0,331.0,1,492.65000000000003,1,1,2,4.0,0.0
16655.0,17.0,6,3794.52,4,4,4,12.0,Level 5-Lost Customers
16359.0,7.0,9,1750.92,4,4,4,12.0,Level 5-Lost Customers
16554.0,42.0,3,837.1,3,3,3,9.0,Level 1-Best Customers
15939.0,89.0,15,6115.01,2,4,4,10.0,Level 6-Lost Cheap Customers
14587.0,18.0,9,1601.14,3,4,4,11.0,Level 2-Loyal Customers
14715.0,24.0,4,867.38,3,3,3,9.0,Level 1-Best Customers
14185.0,331.0,1,197.65,1,1,1,3.0,0.0
14040.0,40.0,12,3614.92,3,4,4,11.0,Level 2-Loyal Customers
14514.0,61.0,3,1055.35,2,3,3,8.0,Level 3-Big Spenders
15171.0,331.0,1,1289.5,1,1,3,5.0,0.0
14167.0,39.0,4,574.84,3,3,2,8.0,Level 3-Big Spenders
17389.0,0.0,34,31833.68,4,4,4,12.0,Level 5-Lost Customers
17048.0,117.0,3,925.35,2,3,3,8.0,Level 3-Big Spenders
17364.0,0.0,11,4481.18,4,4,4,12.0,Level 5-Lost Customers
13284.0,330.0,1,201.19,1,1,1,3.0,0.0
16500.0,4.0,6,400.86,4,4,2,10.0,Level 6-Lost Cheap Customers
12951.0,8.0,6,1064.07,4,4,3,11.0,Level 2-Loyal Customers
15835.0,44.0,4,954.09,3,3,3,9.0,Level 1-Best Customers
18190.0,192.0,2,284.46000000000004,1,2,1,4.0,0.0
13993.0,42.0,9,3466.36,3,4,4,11.0,Level 2-Loyal Customers
14114.0,273.0,2,386.53,1,2,2,5.0,0.0
15447.0,330.0,1,155.17,1,1,1,3.0,0.0
16315.0,330.0,1,226.37,1,1,1,3.0,0.0
14978.0,72.0,5,1931.42,2,3,4,9.0,Level 1-Best Customers
16395.0,60.0,5,1486.9,2,3,3,8.0,Level 3-Big Spenders
15510.0,330.0,1,250.0,1,1,1,3.0,0.0
13614.0,24.0,4,1610.46,3,3,4,10.0,Level 6-Lost Cheap Customers
13246.0,18.0,6,1987.3,3,4,4,11.0,Level 2-Loyal Customers
15687.0,8.0,9,2993.1,4,4,4,12.0,Level 5-Lost Customers
16493.0,79.0,4,1351.63,2,3,3,8.0,Level 3-Big Spenders
13385.0,329.0,1,534.57,1,1,2,4.0,0.0
15626.0,74.0,2,675.8,2,2,3,7.0,Level 4-Almost Lost
15213.0,318.0,2,328.35,1,2,2,5.0,0.0
14175.0,59.0,3,3222.3,2,3,4,9.0,Level 1-Best Customers
18106.0,329.0,1,430.7,1,1,2,4.0,0.0
15033.0,4.0,10,2586.67,4,4,4,12.0,Level 5-Lost Customers
14329.0,17.0,7,5014.84,4,4,4,12.0,Level 5-Lost Customers
16401.0,1.0,12,4098.32,4,4,4,12.0,Level 5-Lost Customers
16206.0,54.0,4,537.0600000000001,2,3,2,7.0,Level 4-Almost Lost
13782.0,12.0,6,912.0,4,4,3,11.0,Level 2-Loyal Customers
12924.0,88.0,4,933.7,2,3,3,8.0,Level 3-Big Spenders
16593.0,50.0,3,330.03,3,3,2,8.0,Level 3-Big Spenders
15535.0,173.0,4,536.4,1,3,2,6.0,0.0
13700.0,26.0,10,2265.12,3,4,4,11.0,Level 2-Loyal Customers
13064.0,12.0,4,1119.49,4,3,3,10.0,Level 6-Lost Cheap Customers
13048.0,14.0,4,1835.91,4,3,4,11.0,Level 2-Loyal Customers
13634.0,33.0,5,1575.16,3,3,3,9.0,Level 1-Best Customers
18069.0,26.0,5,2036.67,3,3,4,10.0,Level 6-Lost Cheap Customers
16843.0,42.0,16,10196.57,3,4,4,11.0,Level 2-Loyal Customers
17064.0,58.0,3,859.35,2,3,3,8.0,Level 3-Big Spenders
17609.0,40.0,5,1112.22,3,3,3,9.0,Level 1-Best Customers
15673.0,88.0,4,2881.02,2,3,4,9.0,Level 1-Best Customers
14976.0,57.0,7,790.86,2,4,3,9.0,Level 1-Best Customers
13527.0,33.0,7,2287.51,3,4,4,11.0,Level 2-Loyal Customers
15696.0,33.0,8,2736.46,3,4,4,11.0,Level 2-Loyal Customers
15316.0,326.0,1,165.0,1,1,1,3.0,0.0
15296.0,50.0,6,3672.86,3,4,4,11.0,Level 2-Loyal Customers
17988.0,11.0,7,201.12,4,4,1,9.0,Level 1-Best Customers
12820.0,3.0,4,942.34,4,3,3,10.0,Level 6-Lost Cheap Customers
13001.0,4.0,13,9818.82,4,4,4,12.0,Level 5-Lost Customers
14101.0,73.0,6,5976.79,2,4,4,10.0,Level 6-Lost Cheap Customers
14238.0,326.0,1,146.85,1,1,1,3.0,0.0
17730.0,3.0,13,5298.4800000000005,4,4,4,12.0,Level 5-Lost Customers
13929.0,169.0,2,842.65,1,2,3,6.0,0.0
14657.0,17.0,4,848.22,4,3,3,10.0,Level 6-Lost Cheap Customers
13859.0,326.0,1,201.16,1,1,1,3.0,0.0
18212.0,326.0,1,248.42,1,1,1,3.0,0.0
18233.0,325.0,1,440.0,1,1,2,4.0,0.0
17018.0,40.0,2,920.1,3,2,3,8.0,Level 3-Big Spenders
14242.0,234.0,2,280.55,1,2,1,4.0,0.0
12346.0,325.0,1,77183.6,1,1,4,6.0,0.0
13898.0,325.0,1,155.93,1,1,1,3.0,0.0
16948.0,138.0,3,435.02,2,3,2,7.0,Level 4-Almost Lost
16997.0,288.0,3,702.0,1,3,3,7.0,Level 4-Almost Lost
15395.0,325.0,1,107.45,1,1,1,3.0,0.0
13263.0,1.0,35,7454.07,4,4,4,12.0,Level 5-Lost Customers
14428.0,7.0,5,1244.83,4,3,3,10.0,Level 6-Lost Cheap Customers
17708.0,187.0,2,267.08,1,2,1,4.0,0.0
14090.0,324.0,1,76.32000000000001,1,1,1,3.0,0.0
15606.0,61.0,9,2920.16,2,4,4,10.0,Level 6-Lost Cheap Customers
13310.0,28.0,3,1132.03,3,3,3,9.0,Level 1-Best Customers
15831.0,58.0,3,801.76,2,3,3,8.0,Level 3-Big Spenders
14916.0,70.0,4,1268.98,2,3,3,8.0,Level 3-Big Spenders
17602.0,2.0,6,5102.97,4,4,4,12.0,Level 5-Lost Customers
14572.0,3.0,7,2832.84,4,4,4,12.0,Level 5-Lost Customers
13502.0,16.0,3,292.0,4,3,1,8.0,Level 3-Big Spenders
14784.0,26.0,2,289.99,3,2,1,6.0,0.0
15938.0,112.0,5,404.58,2,3,2,7.0,Level 4-Almost Lost
17418.0,42.0,2,463.46000000000004,3,2,2,7.0,Level 4-Almost Lost
14779.0,280.0,3,386.15,1,3,2,6.0,0.0
15262.0,323.0,1,178.95000000000002,1,1,1,3.0,0.0
17862.0,323.0,1,330.9,1,1,2,4.0,0.0
17771.0,56.0,2,245.81,2,2,1,5.0,0.0
15422.0,323.0,2,97.7,1,2,1,4.0,0.0
13008.0,323.0,1,229.46999999999997,1,1,1,3.0,0.0
14770.0,232.0,2,876.42,1,2,3,6.0,0.0
16912.0,28.0,11,2575.38,3,4,4,11.0,Level 2-Loyal Customers
15174.0,322.0,1,135.75,1,1,1,3.0,0.0
17504.0,206.0,9,2997.0299999999997,1,4,4,9.0,Level 1-Best Customers
16387.0,322.0,1,94.36,1,1,1,3.0,0.0
16618.0,31.0,5,2647.59,3,3,4,10.0,Level 6-Lost Cheap Customers
17277.0,227.0,2,1065.3500000000001,1,2,3,6.0,0.0
14088.0,10.0,13,50491.81,4,4,4,12.0,Level 5-Lost Customers
17094.0,322.0,1,302.0,1,1,2,4.0,0.0
14692.0,137.0,4,591.55,2,3,2,7.0,Level 4-Almost Lost
12970.0,7.0,4,452.24,4,3,2,9.0,Level 1-Best Customers
17889.0,212.0,2,203.87,1,2,1,4.0,0.0
17714.0,320.0,1,153.0,1,1,1,3.0,0.0
12916.0,138.0,4,3006.15,2,3,4,9.0,Level 1-Best Customers
17769.0,12.0,10,3997.98,4,4,4,12.0,Level 5-Lost Customers
14450.0,180.0,3,483.25,1,3,2,6.0,0.0
16085.0,23.0,5,981.51,3,3,3,9.0,Level 1-Best Customers
13659.0,205.0,2,1573.2,1,2,3,6.0,0.0
15167.0,320.0,1,163.0,1,1,1,3.0,0.0
15443.0,1.0,7,3236.91,4,4,4,12.0,Level 5-Lost Customers
14224.0,110.0,4,1050.12,2,3,3,8.0,Level 3-Big Spenders
13742.0,16.0,12,3131.02,4,4,4,12.0,Level 5-Lost Customers
17673.0,1.0,6,1629.12,4,4,4,12.0,Level 5-Lost Customers
14068.0,320.0,1,265.85,1,1,1,3.0,0.0
13068.0,10.0,2,344.0,4,2,2,8.0,Level 3-Big Spenders
14368.0,319.0,1,155.0,1,1,1,3.0,0.0
15497.0,17.0,2,1262.2,4,2,3,9.0,Level 1-Best Customers
13819.0,301.0,3,1140.35,1,3,3,7.0,Level 4-Almost Lost
14501.0,183.0,2,251.21,1,2,1,4.0,0.0
14782.0,319.0,1,200.10000000000002,1,1,1,3.0,0.0
17861.0,3.0,8,2100.8,4,4,4,12.0,Level 5-Lost Customers
18161.0,15.0,5,1618.69,4,3,4,11.0,Level 2-Loyal Customers
15820.0,319.0,1,206.98,1,1,1,3.0,0.0
18136.0,63.0,3,784.33,2,3,3,8.0,Level 3-Big Spenders
16660.0,16.0,4,1267.6499999999999,4,3,3,10.0,Level 6-Lost Cheap Customers
13396.0,29.0,2,1360.99,3,2,3,8.0,Level 3-Big Spenders
15179.0,18.0,5,2206.95,3,3,4,10.0,Level 6-Lost Cheap Customers
12935.0,2.0,7,2160.7,4,4,4,12.0,Level 5-Lost Customers
16730.0,52.0,3,743.11,2,3,3,8.0,Level 3-Big Spenders
14541.0,58.0,8,1461.65,2,4,3,9.0,Level 1-Best Customers
13551.0,319.0,1,91.80000000000001,1,1,1,3.0,0.0
15797.0,113.0,4,2207.4,2,3,4,9.0,Level 1-Best Customers
15052.0,319.0,1,215.78,1,1,1,3.0,0.0
14130.0,319.0,1,483.86,1,1,2,4.0,0.0
15222.0,318.0,1,585.0,1,1,2,4.0,0.0
13615.0,318.0,1,417.69,1,1,2,4.0,0.0
13901.0,72.0,5,2867.2,2,3,4,9.0,Level 1-Best Customers
13158.0,94.0,4,1201.06,2,3,3,8.0,Level 3-Big Spenders
14257.0,64.0,5,3099.7200000000003,2,3,4,9.0,Level 1-Best Customers
15218.0,10.0,11,5756.89,4,4,4,12.0,Level 5-Lost Customers
15110.0,23.0,4,996.1,3,3,3,9.0,Level 1-Best Customers
15967.0,23.0,2,418.83,3,2,2,7.0,Level 4-Almost Lost
16757.0,318.0,1,106.83000000000001,1,1,1,3.0,0.0
18008.0,70.0,9,2116.19,2,4,4,10.0,Level 6-Lost Cheap Customers
14534.0,2.0,18,4447.05,4,4,4,12.0,Level 5-Lost Customers
13703.0,318.0,1,99.5,1,1,1,3.0,0.0
15339.0,66.0,2,574.07,2,2,2,6.0,0.0
12854.0,78.0,3,1324.5,2,3,3,8.0,Level 3-Big Spenders
16222.0,318.0,1,846.72,1,1,3,5.0,0.0
14341.0,45.0,8,2182.28,3,4,4,11.0,Level 2-Loyal Customers
13168.0,36.0,4,1319.19,3,3,3,9.0,Level 1-Best Customers
16943.0,211.0,3,816.73,1,3,3,7.0,Level 4-Almost Lost
17515.0,31.0,4,639.02,3,3,2,8.0,Level 3-Big Spenders
17082.0,33.0,2,2003.85,3,2,4,9.0,Level 1-Best Customers
14248.0,318.0,1,302.58,1,1,2,4.0,0.0
13002.0,318.0,1,120.94999999999999,1,1,1,3.0,0.0
16133.0,3.0,33,14589.04,4,4,4,12.0,Level 5-Lost Customers
13049.0,64.0,2,656.6800000000001,2,2,3,7.0,Level 4-Almost Lost
14548.0,150.0,2,652.8,1,2,3,6.0,0.0
13405.0,74.0,3,572.451,2,3,2,7.0,Level 4-Almost Lost
16043.0,37.0,4,773.99,3,3,3,9.0,Level 1-Best Customers
14049.0,16.0,4,5681.72,4,3,4,11.0,Level 2-Loyal Customers
15812.0,107.0,5,1801.14,2,3,4,9.0,Level 1-Best Customers
13837.0,211.0,2,271.24,1,2,1,4.0,0.0
17118.0,317.0,1,157.02,1,1,1,3.0,0.0
14616.0,242.0,3,406.08000000000004,1,3,2,6.0,0.0
14233.0,49.0,4,1462.72,3,3,3,9.0,Level 1-Best Customers
17075.0,17.0,4,834.12,4,3,3,10.0,Level 6-Lost Cheap Customers
16714.0,218.0,3,1161.53,1,3,3,7.0,Level 4-Almost Lost
13098.0,1.0,28,28882.44,4,4,4,12.0,Level 5-Lost Customers
17027.0,78.0,6,890.29,2,4,3,9.0,Level 1-Best Customers
17786.0,85.0,2,278.74,2,2,1,5.0,0.0
16124.0,317.0,1,249.0,1,1,1,3.0,0.0
16409.0,36.0,5,2028.88,3,3,4,10.0,Level 6-Lost Cheap Customers
13754.0,151.0,2,282.59999999999997,1,2,1,4.0,0.0
15227.0,36.0,5,1219.4,3,3,3,9.0,Level 1-Best Customers
12997.0,22.0,4,1226.89,3,3,3,9.0,Level 1-Best Customers
16918.0,49.0,6,1068.82,3,4,3,10.0,Level 6-Lost Cheap Customers
16882.0,66.0,3,705.12,2,3,3,8.0,Level 3-Big Spenders
16496.0,8.0,3,1599.52,4,3,4,11.0,Level 2-Loyal Customers
17311.0,78.0,2,1384.85,2,2,3,7.0,Level 4-Almost Lost
15910.0,0.0,8,1232.18,4,4,3,11.0,Level 2-Loyal Customers
16949.0,3.0,6,1286.27,4,4,3,11.0,Level 2-Loyal Customers
14970.0,68.0,4,1592.06,2,3,4,9.0,Level 1-Best Customers
14701.0,10.0,9,2549.37,4,4,4,12.0,Level 5-Lost Customers
16767.0,30.0,11,5580.6,3,4,4,11.0,Level 2-Loyal Customers
14738.0,42.0,7,1314.45,3,4,3,10.0,Level 6-Lost Cheap Customers
17540.0,24.0,2,578.9,3,2,2,7.0,Level 4-Almost Lost
14239.0,43.0,11,2380.85,3,4,4,11.0,Level 2-Loyal Customers
18125.0,29.0,4,1142.99,3,3,3,9.0,Level 1-Best Customers
13328.0,316.0,1,1308.48,1,1,3,5.0,0.0
15549.0,77.0,3,1693.26,2,3,4,9.0,Level 1-Best Customers
15864.0,22.0,6,1936.3200000000002,3,4,4,11.0,Level 2-Loyal Customers
14662.0,28.0,4,771.17,3,3,3,9.0,Level 1-Best Customers
17180.0,56.0,4,796.03,2,3,3,8.0,Level 3-Big Spenders
15057.0,275.0,2,1489.5,1,2,3,6.0,0.0
13330.0,92.0,3,1140.93,2,3,3,8.0,Level 3-Big Spenders
13552.0,66.0,12,3740.07,2,4,4,10.0,Level 6-Lost Cheap Customers
12853.0,134.0,6,1957.1000000000001,2,4,4,10.0,Level 6-Lost Cheap Customers
13538.0,43.0,7,1280.85,3,4,3,10.0,Level 6-Lost Cheap Customers
16755.0,114.0,3,1496.83,2,3,3,8.0,Level 3-Big Spenders
14133.0,129.0,3,605.64,2,3,2,7.0,Level 4-Almost Lost
16523.0,1.0,21,9418.470000000001,4,4,4,12.0,Level 5-Lost Customers
14659.0,8.0,9,2529.93,4,4,4,12.0,Level 5-Lost Customers
13141.0,84.0,5,2388.75,2,3,4,9.0,Level 1-Best Customers
15365.0,25.0,7,2314.32,3,4,4,11.0,Level 2-Loyal Customers
13707.0,267.0,2,806.41,1,2,3,6.0,0.0
13709.0,3.0,13,6328.05,4,4,4,12.0,Level 5-Lost Customers
17329.0,14.0,2,523.11,4,2,2,8.0,Level 3-Big Spenders
14805.0,15.0,4,554.65,4,3,2,9.0,Level 1-Best Customers
16897.0,299.0,2,289.78,1,2,1,4.0,0.0
15579.0,68.0,2,348.6,2,2,2,6.0,0.0
14595.0,19.0,6,1740.6,3,4,4,11.0,Level 2-Loyal Customers
13161.0,313.0,1,112.75,1,1,1,3.0,0.0
15415.0,313.0,1,572.8100000000001,1,1,2,4.0,0.0
17431.0,313.0,1,403.3,1,1,2,4.0,0.0
17463.0,16.0,5,1896.41,4,3,4,11.0,Level 2-Loyal Customers
14502.0,19.0,11,2470.67,3,4,4,11.0,Level 2-Loyal Customers
17239.0,312.0,1,382.5,1,1,2,4.0,0.0
14426.0,23.0,10,4481.67,3,4,4,11.0,Level 2-Loyal Customers
15448.0,312.0,1,494.64,1,1,2,4.0,0.0
17314.0,24.0,8,2527.92,3,4,4,11.0,Level 2-Loyal Customers
17373.0,40.0,4,646.92,3,3,2,8.0,Level 3-Big Spenders
18145.0,12.0,4,2861.55,4,3,4,11.0,Level 2-Loyal Customers
14467.0,17.0,4,598.76,4,3,2,9.0,Level 1-Best Customers
12908.0,176.0,2,750.0,1,2,3,6.0,0.0
15144.0,8.0,17,6580.44,4,4,4,12.0,Level 5-Lost Customers
14776.0,51.0,11,2538.3,2,4,4,10.0,Level 6-Lost Cheap Customers
16403.0,312.0,1,177.5,1,1,1,3.0,0.0
16407.0,12.0,10,2126.93,4,4,4,12.0,Level 5-Lost Customers
17619.0,312.0,1,218.52,1,1,1,3.0,0.0
17256.0,107.0,2,240.0,2,2,1,5.0,0.0
17604.0,217.0,2,309.36,1,2,2,5.0,0.0
14006.0,115.0,3,962.19,2,3,3,8.0,Level 3-Big Spenders
13600.0,312.0,1,219.52,1,1,1,3.0,0.0
15058.0,25.0,11,2124.9900000000002,3,4,4,11.0,Level 2-Loyal Customers
15240.0,44.0,5,1706.57,3,3,4,10.0,Level 6-Lost Cheap Customers
17147.0,22.0,4,1714.59,3,3,4,10.0,Level 6-Lost Cheap Customers
13881.0,3.0,20,17159.52,4,4,4,12.0,Level 5-Lost Customers
16570.0,15.0,10,3738.4,4,4,4,12.0,Level 5-Lost Customers
16612.0,32.0,4,1187.66,3,3,3,9.0,Level 1-Best Customers
17356.0,311.0,1,178.22,1,1,1,3.0,0.0
12836.0,59.0,4,2612.86,2,3,4,9.0,Level 1-Best Customers
14850.0,311.0,1,325.75,1,1,2,4.0,0.0
13939.0,23.0,3,568.55,3,3,2,8.0,Level 3-Big Spenders
16745.0,86.0,17,7194.3,2,4,4,10.0,Level 6-Lost Cheap Customers
13606.0,29.0,3,280.53999999999996,3,3,1,7.0,Level 4-Almost Lost
13494.0,311.0,1,316.26000000000005,1,1,2,4.0,0.0
13802.0,138.0,3,4599.42,2,3,4,9.0,Level 1-Best Customers
12929.0,311.0,1,117.85,1,1,1,3.0,0.0
16419.0,112.0,6,972.23,2,4,3,9.0,Level 1-Best Customers
17035.0,245.0,2,433.53000000000003,1,2,2,5.0,0.0
15203.0,25.0,6,1827.8,3,4,4,11.0,Level 2-Loyal Customers
16515.0,52.0,5,1627.13,2,3,4,9.0,Level 1-Best Customers
18202.0,199.0,3,1396.99,1,3,3,7.0,Level 4-Almost Lost
14549.0,311.0,1,289.24,1,1,1,3.0,0.0
15981.0,24.0,8,3408.48,3,4,4,11.0,Level 2-Loyal Customers
16110.0,45.0,3,1337.48,3,3,3,9.0,Level 1-Best Customers
17376.0,70.0,2,203.2,2,2,1,5.0,0.0
13110.0,31.0,7,1488.67,3,4,3,10.0,Level 6-Lost Cheap Customers
16716.0,266.0,2,901.2,1,2,3,6.0,0.0
15940.0,311.0,1,35.8,1,1,1,3.0,0.0
15971.0,17.0,12,4199.85,4,4,4,12.0,Level 5-Lost Customers
14665.0,60.0,5,1835.7,2,3,4,9.0,Level 1-Best Customers
14457.0,310.0,1,113.64,1,1,1,3.0,0.0
15589.0,255.0,3,478.53000000000003,1,3,2,6.0,0.0
14411.0,310.0,1,1063.0,1,1,3,5.0,0.0
17560.0,94.0,5,854.95,2,3,3,8.0,Level 3-Big Spenders
15226.0,310.0,1,154.41,1,1,1,3.0,0.0
14460.0,110.0,3,434.34,2,3,2,7.0,Level 4-Almost Lost
16156.0,8.0,9,3122.04,4,4,4,12.0,Level 5-Lost Customers
13728.0,36.0,6,1016.14,3,4,3,10.0,Level 6-Lost Cheap Customers
14127.0,122.0,3,709.71,2,3,3,8.0,Level 3-Big Spenders
16378.0,247.0,3,362.95,1,3,2,6.0,0.0
13894.0,23.0,3,564.62,3,3,2,8.0,Level 3-Big Spenders
13824.0,32.0,5,1698.94,3,3,4,10.0,Level 6-Lost Cheap Customers
18250.0,310.0,1,349.27,1,1,2,4.0,0.0
15270.0,15.0,7,2379.49,4,4,4,12.0,Level 5-Lost Customers
14188.0,30.0,6,2054.36,3,4,4,11.0,Level 2-Loyal Customers
18017.0,81.0,3,523.0,2,3,2,7.0,Level 4-Almost Lost
15421.0,58.0,4,950.36,2,3,3,8.0,Level 3-Big Spenders
17446.0,176.0,2,120.9,1,2,1,4.0,0.0
14798.0,52.0,3,173.74,2,3,1,6.0,0.0
12990.0,31.0,3,409.5,3,3,2,8.0,Level 3-Big Spenders
17337.0,151.0,4,2027.8700000000001,1,3,4,8.0,Level 3-Big Spenders
16405.0,302.0,2,167.25,1,2,1,4.0,0.0
17071.0,28.0,9,2429.03,3,4,4,11.0,Level 2-Loyal Customers
13873.0,119.0,3,389.6,2,3,2,7.0,Level 4-Almost Lost
17362.0,239.0,2,312.23,1,2,2,5.0,0.0
13394.0,1.0,8,2520.02,4,4,4,12.0,Level 5-Lost Customers
16333.0,7.0,22,26626.8,4,4,4,12.0,Level 5-Lost Customers
16030.0,309.0,1,331.24,1,1,2,4.0,0.0
14044.0,26.0,4,652.82,3,3,3,9.0,Level 1-Best Customers
13800.0,309.0,1,558.32,1,1,2,4.0,0.0
17672.0,50.0,2,3178.17,3,2,4,9.0,Level 1-Best Customers
13581.0,309.0,1,118.0,1,1,1,3.0,0.0
14540.0,9.0,3,996.26,4,3,3,10.0,Level 6-Lost Cheap Customers
13539.0,85.0,3,631.34,2,3,2,7.0,Level 4-Almost Lost
15885.0,92.0,3,379.35,2,3,2,7.0,Level 4-Almost Lost
14497.0,309.0,1,475.37,1,1,2,4.0,0.0
17507.0,261.0,2,605.58,1,2,2,5.0,0.0
13208.0,58.0,6,1223.9,2,4,3,9.0,Level 1-Best Customers
17334.0,302.0,2,307.02,1,2,2,5.0,0.0
13871.0,22.0,13,6403.25,3,4,4,11.0,Level 2-Loyal Customers
16938.0,8.0,4,2736.38,4,3,4,11.0,Level 2-Loyal Customers
17929.0,11.0,4,843.0,4,3,3,10.0,Level 6-Lost Cheap Customers
14778.0,127.0,2,730.86,2,2,3,7.0,Level 4-Almost Lost
17517.0,308.0,1,153.94,1,1,1,3.0,0.0
17226.0,308.0,1,393.49,1,1,2,4.0,0.0
13137.0,10.0,8,3650.41,4,4,4,12.0,Level 5-Lost Customers
13725.0,49.0,8,1980.56,3,4,4,11.0,Level 2-Loyal Customers
13309.0,7.0,5,1456.79,4,3,3,10.0,Level 6-Lost Cheap Customers
12842.0,70.0,2,1118.99,2,2,3,7.0,Level 4-Almost Lost
16109.0,218.0,2,611.88,1,2,2,5.0,0.0
17291.0,308.0,1,550.8000000000001,1,1,2,4.0,0.0
15090.0,308.0,1,381.32,1,1,2,4.0,0.0
15199.0,59.0,4,1268.7,2,3,3,8.0,Level 3-Big Spenders
13911.0,57.0,9,2580.91,2,4,4,10.0,Level 6-Lost Cheap Customers
14194.0,4.0,21,11349.52,4,4,4,12.0,Level 5-Lost Customers
14842.0,43.0,4,2824.69,3,3,4,10.0,Level 6-Lost Cheap Customers
13584.0,306.0,1,142.4,1,1,1,3.0,0.0
17105.0,159.0,2,665.78,1,2,3,6.0,0.0
14438.0,306.0,1,131.9,1,1,1,3.0,0.0
12956.0,306.0,1,108.07,1,1,1,3.0,0.0
15781.0,25.0,3,345.46,3,3,2,8.0,Level 3-Big Spenders
14410.0,92.0,9,1105.07,2,4,3,9.0,Level 1-Best Customers
14600.0,305.0,1,393.33000000000004,1,1,2,4.0,0.0
17302.0,14.0,5,1135.63,4,3,3,10.0,Level 6-Lost Cheap Customers
17613.0,22.0,14,4559.150000000001,3,4,4,11.0,Level 2-Loyal Customers
13334.0,82.0,3,3536.82,2,3,4,9.0,Level 1-Best Customers
13955.0,154.0,2,322.96,1,2,2,5.0,0.0
17162.0,28.0,10,1715.46,3,4,4,11.0,Level 2-Loyal Customers
17774.0,96.0,4,1225.41,2,3,3,8.0,Level 3-Big Spenders
15407.0,33.0,4,1056.44,3,3,3,9.0,Level 1-Best Customers
15577.0,151.0,3,258.88,1,3,1,5.0,0.0
16332.0,28.0,7,1593.2,3,4,4,11.0,Level 2-Loyal Customers
14048.0,305.0,1,409.93,1,1,2,4.0,0.0
14475.0,71.0,3,925.85,2,3,3,8.0,Level 3-Big Spenders
17859.0,304.0,1,148.21,1,1,1,3.0,0.0
15753.0,304.0,1,79.2,1,1,1,3.0,0.0
14562.0,3.0,18,5074.77,4,4,4,12.0,Level 5-Lost Customers
16951.0,134.0,3,1277.75,2,3,3,8.0,Level 3-Big Spenders
16998.0,149.0,4,295.0,1,3,1,5.0,0.0
13133.0,273.0,2,109.8,1,2,1,4.0,0.0
17881.0,304.0,1,133.35000000000002,1,1,1,3.0,0.0
15843.0,303.0,1,118.95000000000002,1,1,1,3.0,0.0
17083.0,109.0,3,1405.78,2,3,3,8.0,Level 3-Big Spenders
15970.0,303.0,1,314.1,1,1,2,4.0,0.0
13590.0,11.0,6,1981.92,4,4,4,12.0,Level 5-Lost Customers
17537.0,29.0,2,897.62,3,2,3,8.0,Level 3-Big Spenders
17843.0,303.0,1,205.48,1,1,1,3.0,0.0
13706.0,302.0,1,330.79,1,1,2,4.0,0.0
